year,week,lon,lat,gear,effort,taxon,tax_code,landings,length_class,filename,quarterx,countryx
2010,NA,-8.5,49.25,GT1,NA,Plaice,PLE,0.0108,O15M,DCF_landings,3,ENG
2010,NA,-7.5,49.25,GT1,NA,Plaice,PLE,0.0073,O15M,DCF_landings,3,ENG
2010,NA,-8.5,49.75,GT1,NA,Plaice,PLE,0.0281,O15M,DCF_landings,3,ENG
2010,NA,-8.5,50.25,GT1,NA,Plaice,PLE,0.045,O15M,DCF_landings,2,ENG
2010,NA,-7.5,50.25,GT1,NA,Plaice,PLE,0.0073,O15M,DCF_landings,2,ENG
2010,NA,-6.5,50.75,GT1,NA,Plaice,PLE,0.0036,O15M,DCF_landings,2,ENG
2011,NA,-8.5,49.25,GT1,NA,Plaice,PLE,0.022,O15M,DCF_landings,1,FRA
2011,NA,-6.5,49.25,GT1,NA,Plaice,PLE,0.0141,O15M,DCF_landings,4,ENG
2011,NA,-9.5,49.75,GT1,NA,Plaice,PLE,0.034,O15M,DCF_landings,1,FRA
2011,NA,-6.5,49.75,GT1,NA,Plaice,PLE,0.101,O15M,DCF_landings,1,FRA
2011,NA,-6.5,49.75,GT1,NA,Plaice,PLE,0.15,O15M,DCF_landings,3,FRA
2011,NA,-8.5,50.25,GT1,NA,Plaice,PLE,0.079,O15M,DCF_landings,4,FRA
2011,NA,-6.5,50.25,GT1,NA,Plaice,PLE,0.0064,O15M,DCF_landings,2,ENG
2011,NA,-6.5,50.25,GT1,NA,Plaice,PLE,0.02,O15M,DCF_landings,4,FRA
2011,NA,-8.5,50.75,GT1,NA,Plaice,PLE,0.0189,O15M,DCF_landings,3,ENG
2011,NA,-7.5,50.75,GT1,NA,Plaice,PLE,0.0017,O15M,DCF_landings,3,ENG
2011,NA,-6.5,50.75,GT1,NA,Plaice,PLE,0.0034,O15M,DCF_landings,2,ENG
2011,NA,-6.5,50.75,GT1,NA,Plaice,PLE,0.0036,O15M,DCF_landings,4,ENG
2011,NA,-8.5,51.25,GT1,NA,Plaice,PLE,0.03,O15M,DCF_landings,1,FRA
2011,NA,-7.5,51.25,GT1,NA,Plaice,PLE,0.0409,O15M,DCF_landings,3,ENG
2011,NA,-6.5,51.25,GT1,NA,Plaice,PLE,0.0036,O15M,DCF_landings,3,ENG
2012,NA,-8.5,48.75,GT1,NA,Plaice,PLE,0.0044,O15M,DCF_landings,2,ENG
2012,NA,-7.5,49.25,GT1,NA,Plaice,PLE,0.001,O15M,DCF_landings,1,FRA
2012,NA,-6.5,49.25,GT1,NA,Plaice,PLE,0.036,O15M,DCF_landings,2,ENG
2012,NA,-5.5,49.25,GT1,NA,Plaice,PLE,0.006,O15M,DCF_landings,2,ENG
2012,NA,-6.5,49.75,GT1,NA,Plaice,PLE,0.021,O15M,DCF_landings,2,ENG
2012,NA,-8.5,50.25,GT1,NA,Plaice,PLE,0.0049,O15M,DCF_landings,3,ENG
2012,NA,-7.5,50.25,GT1,NA,Plaice,PLE,0.0097,O15M,DCF_landings,2,ENG
2012,NA,-7.5,50.25,GT1,NA,Plaice,PLE,0.0098,O15M,DCF_landings,3,ENG
2012,NA,-6.5,50.25,GT1,NA,Plaice,PLE,0.0308,O15M,DCF_landings,2,ENG
2012,NA,-8.5,50.75,GT1,NA,Plaice,PLE,0.0049,O15M,DCF_landings,3,ENG
2012,NA,-7.5,50.75,GT1,NA,Plaice,PLE,0.0065,O15M,DCF_landings,2,ENG
2012,NA,-7.5,50.75,GT1,NA,Plaice,PLE,0.0018,O15M,DCF_landings,3,ENG
2012,NA,-6.5,50.75,GT1,NA,Plaice,PLE,0.0045,O15M,DCF_landings,2,ENG
2012,NA,-5.5,50.75,GT1,NA,Plaice,PLE,0.0014,O15M,DCF_landings,2,ENG
2012,NA,-8.5,51.25,GT1,NA,Plaice,PLE,0.035,O15M,DCF_landings,3,FRA
2012,NA,-7.5,51.25,GT1,NA,Plaice,PLE,0.0366,O15M,DCF_landings,2,ENG
2012,NA,-7.5,51.25,GT1,NA,Plaice,PLE,0.017,O15M,DCF_landings,3,ENG
2012,NA,-6.5,51.25,GT1,NA,Plaice,PLE,0.0006,O15M,DCF_landings,2,ENG
2013,NA,-5.5,48.75,GT1,NA,Plaice,PLE,0.00315,O15M,DCF_landings,1,FRA
2013,NA,-5.5,48.75,GT1,NA,Plaice,PLE,0.0105,O15M,DCF_landings,3,FRA
2013,NA,-7.5,49.25,GT1,NA,Plaice,PLE,0.0021,O15M,DCF_landings,1,FRA
2013,NA,-6.5,49.25,GT1,NA,Plaice,PLE,0.0445,O15M,DCF_landings,3,ENG
2013,NA,-6.5,49.25,GT1,NA,Plaice,PLE,0.0032,O15M,DCF_landings,4,ENG
2013,NA,-5.5,49.25,GT1,NA,Plaice,PLE,0.0362,O15M,DCF_landings,3,ENG
2013,NA,-6.5,49.75,GT1,NA,Plaice,PLE,0.0063,O15M,DCF_landings,2,FRA
2013,NA,-5.5,49.75,GT1,NA,Plaice,PLE,0.0029,O15M,DCF_landings,1,ENG
2013,NA,-8.5,50.25,GT1,NA,Plaice,PLE,0.0426,O15M,DCF_landings,2,ENG
2013,NA,-7.5,50.25,GT1,NA,Plaice,PLE,0.0081,O15M,DCF_landings,2,ENG
2013,NA,-6.5,50.25,GT1,NA,Plaice,PLE,0.0127,O15M,DCF_landings,2,ENG
2013,NA,-6.5,50.25,GT1,NA,Plaice,PLE,0.0118,O15M,DCF_landings,3,ENG
2013,NA,-6.5,50.25,GT1,NA,Plaice,PLE,0.0006,O15M,DCF_landings,4,ENG
2013,NA,-8.5,50.75,GT1,NA,Plaice,PLE,0.1328,O15M,DCF_landings,2,ENG
2013,NA,-8.5,50.75,GT1,NA,Plaice,PLE,0.063,O15M,DCF_landings,3,ENG
2013,NA,-7.5,50.75,GT1,NA,Plaice,PLE,0.0007,O15M,DCF_landings,2,ENG
2013,NA,-7.5,50.75,GT1,NA,Plaice,PLE,0.0042,O15M,DCF_landings,3,ENG
2013,NA,-6.5,50.75,GT1,NA,Plaice,PLE,0.0044,O15M,DCF_landings,2,ENG
2013,NA,-5.5,50.75,GT1,NA,Plaice,PLE,0.0009,O15M,DCF_landings,2,ENG
2013,NA,-7.5,51.25,GT1,NA,Plaice,PLE,0.0678,O15M,DCF_landings,2,ENG
2013,NA,-7.5,51.25,GT1,NA,Plaice,PLE,0.0367,O15M,DCF_landings,3,ENG
2014,NA,-5.5,48.25,GT1,NA,Plaice,PLE,0.00363,O15M,DCF_landings,2,FRA
2014,NA,-5.5,48.25,GT1,NA,Plaice,PLE,0.00745,O15M,DCF_landings,3,FRA
2014,NA,-5.5,48.25,GT1,NA,Plaice,PLE,0.002,O15M,DCF_landings,4,FRA
2014,NA,-7.5,48.75,GT1,NA,Plaice,PLE,0.00459,O15M,DCF_landings,3,FRA
2014,NA,-6.5,48.75,GT1,NA,Plaice,PLE,0.00086,O15M,DCF_landings,3,FRA
2014,NA,-5.5,48.75,GT1,NA,Plaice,PLE,0.00109,O15M,DCF_landings,1,FRA
2014,NA,-5.5,48.75,GT1,NA,Plaice,PLE,0.002,O15M,DCF_landings,2,FRA
2014,NA,-5.5,48.75,GT1,NA,Plaice,PLE,0.00241,O15M,DCF_landings,4,FRA
2014,NA,-8.5,49.25,GT1,NA,Plaice,PLE,0.0022,O15M,DCF_landings,2,ENG
2014,NA,-8.5,49.25,GT1,NA,Plaice,PLE,0.009,O15M,DCF_landings,3,ENG
2014,NA,-7.5,49.25,GT1,NA,Plaice,PLE,0.0479,O15M,DCF_landings,2,ENG
2014,NA,-7.5,49.25,GT1,NA,Plaice,PLE,0.0045,O15M,DCF_landings,3,ENG
2014,NA,-6.5,49.25,GT1,NA,Plaice,PLE,0.006,O15M,DCF_landings,4,ENG
2014,NA,-5.5,49.25,GT1,NA,Plaice,PLE,0.0015,O15M,DCF_landings,2,ENG
2014,NA,-5.5,49.25,GT1,NA,Plaice,PLE,0.0012,O15M,DCF_landings,3,ENG
2014,NA,-5.5,49.25,GT1,NA,Plaice,PLE,0.001,O15M,DCF_landings,4,ENG
2014,NA,-8.5,49.75,GT1,NA,Plaice,PLE,0.1634,O15M,DCF_landings,2,ENG
2014,NA,-8.5,49.75,GT1,NA,Plaice,PLE,0.011,O15M,DCF_landings,3,ENG
2014,NA,-7.5,49.75,GT1,NA,Plaice,PLE,0.0552,O15M,DCF_landings,2,ENG
2014,NA,-7.5,49.75,GT1,NA,Plaice,PLE,0.018,O15M,DCF_landings,3,ENG
2014,NA,-5.5,49.75,GT1,NA,Plaice,PLE,0.001,O15M,DCF_landings,1,ENG
2014,NA,-8.5,50.25,GT1,NA,Plaice,PLE,0.0808,O15M,DCF_landings,2,ENG
2014,NA,-7.5,50.25,GT1,NA,Plaice,PLE,0.0126,O15M,DCF_landings,2,ENG
2014,NA,-7.5,50.25,GT1,NA,Plaice,PLE,0.039,O15M,DCF_landings,3,ENG
2014,NA,-6.5,50.25,GT1,NA,Plaice,PLE,0.0106,O15M,DCF_landings,2,ENG
2014,NA,-6.5,50.25,GT1,NA,Plaice,PLE,0.00315,O15M,DCF_landings,3,FRA
2014,NA,-6.5,50.25,GT1,NA,Plaice,PLE,0.0025,O15M,DCF_landings,3,ENG
2014,NA,-8.5,50.75,GT1,NA,Plaice,PLE,0.1213,O15M,DCF_landings,2,ENG
2014,NA,-7.5,50.75,GT1,NA,Plaice,PLE,0.0002,O15M,DCF_landings,2,ENG
2014,NA,-7.5,51.25,GT1,NA,Plaice,PLE,0.0297,O15M,DCF_landings,2,ENG
2008,NA,-8.5,50.75,LL1,NA,Plaice,PLE,0.0002,O15M,DCF_landings,3,ENG
2008,NA,-8.5,51.25,LL1,NA,Plaice,PLE,0.0002,O15M,DCF_landings,3,ENG
2011,NA,-5.5,48.25,OTTER,NA,Plaice,PLE,0.015,O15M,DCF_landings,2,FRA
2011,NA,-9.5,49.75,OTTER,NA,Plaice,PLE,0.1,O15M,DCF_landings,1,FRA
2011,NA,-8.5,49.75,OTTER,NA,Plaice,PLE,0.03,O15M,DCF_landings,1,FRA
2011,NA,-7.5,49.75,OTTER,NA,Plaice,PLE,0.01,O15M,DCF_landings,2,FRA
2011,NA,-5.5,49.75,OTTER,NA,Plaice,PLE,0.05,O15M,DCF_landings,3,FRA
2011,NA,-6.5,50.25,OTTER,NA,Plaice,PLE,0.034,O15M,DCF_landings,2,FRA
2011,NA,-11.5,52.75,OTTER,NA,Plaice,PLE,0.017,O15M,DCF_landings,2,FRA
2011,NA,-10.5,52.75,OTTER,NA,Plaice,PLE,0.002,O15M,DCF_landings,3,FRA
2014,NA,-5.5,49.75,OTTER,NA,Plaice,PLE,0.0339,O15M,DCF_landings,4,SCO
2010,NA,-6.5,51.75,PEL_SEINE,NA,Plaice,PLE,0.0417,O15M,DCF_landings,1,ENG
2012,NA,-6.5,49.25,PEL_SEINE,NA,Plaice,PLE,0.2,O15M,DCF_landings,2,FRA
2012,NA,-5.5,49.25,PEL_SEINE,NA,Plaice,PLE,0.015,O15M,DCF_landings,1,FRA
2012,NA,-7.5,49.75,PEL_SEINE,NA,Plaice,PLE,0.005,O15M,DCF_landings,2,FRA
2012,NA,-6.5,49.75,PEL_SEINE,NA,Plaice,PLE,0.2,O15M,DCF_landings,2,FRA
2012,NA,-6.5,49.75,PEL_SEINE,NA,Plaice,PLE,0.02,O15M,DCF_landings,3,FRA
2012,NA,-5.5,49.75,PEL_SEINE,NA,Plaice,PLE,0.04,O15M,DCF_landings,1,FRA
2012,NA,-5.5,49.75,PEL_SEINE,NA,Plaice,PLE,0.06,O15M,DCF_landings,2,FRA
2012,NA,-5.5,49.75,PEL_SEINE,NA,Plaice,PLE,0.06,O15M,DCF_landings,3,FRA
2012,NA,-5.5,49.75,PEL_SEINE,NA,Plaice,PLE,0.09,O15M,DCF_landings,4,FRA
2012,NA,-7.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.015,O15M,DCF_landings,3,FRA
2012,NA,-6.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.13,O15M,DCF_landings,1,FRA
2012,NA,-6.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.2915,O15M,DCF_landings,2,FRA
2012,NA,-6.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.2712,O15M,DCF_landings,3,FRA
2012,NA,-6.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.3375,O15M,DCF_landings,4,FRA
2012,NA,-5.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.25,O15M,DCF_landings,1,FRA
2012,NA,-5.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.155,O15M,DCF_landings,2,FRA
2012,NA,-5.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.48,O15M,DCF_landings,3,FRA
2012,NA,-5.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.1475,O15M,DCF_landings,4,FRA
2012,NA,-6.5,50.75,PEL_SEINE,NA,Plaice,PLE,0.01,O15M,DCF_landings,2,FRA
2012,NA,-6.5,50.75,PEL_SEINE,NA,Plaice,PLE,0.575,O15M,DCF_landings,3,FRA
2012,NA,-6.5,50.75,PEL_SEINE,NA,Plaice,PLE,0.145,O15M,DCF_landings,4,FRA
2012,NA,-5.5,50.75,PEL_SEINE,NA,Plaice,PLE,0.035,O15M,DCF_landings,2,FRA
2012,NA,-5.5,50.75,PEL_SEINE,NA,Plaice,PLE,0.405,O15M,DCF_landings,3,FRA
2012,NA,-5.5,50.75,PEL_SEINE,NA,Plaice,PLE,0.5112,O15M,DCF_landings,4,FRA
2013,NA,-7.5,49.25,PEL_SEINE,NA,Plaice,PLE,0.04,O15M,DCF_landings,2,FRA
2013,NA,-6.5,49.25,PEL_SEINE,NA,Plaice,PLE,0.15,O15M,DCF_landings,2,FRA
2013,NA,-5.5,49.25,PEL_SEINE,NA,Plaice,PLE,0.005,O15M,DCF_landings,1,FRA
2013,NA,-5.5,49.25,PEL_SEINE,NA,Plaice,PLE,0.07,O15M,DCF_landings,2,FRA
2013,NA,-7.5,49.75,PEL_SEINE,NA,Plaice,PLE,0.015,O15M,DCF_landings,2,FRA
2013,NA,-7.5,49.75,PEL_SEINE,NA,Plaice,PLE,0.01,O15M,DCF_landings,3,FRA
2013,NA,-6.5,49.75,PEL_SEINE,NA,Plaice,PLE,0.07,O15M,DCF_landings,2,FRA
2013,NA,-6.5,49.75,PEL_SEINE,NA,Plaice,PLE,0.02,O15M,DCF_landings,3,FRA
2013,NA,-5.5,49.75,PEL_SEINE,NA,Plaice,PLE,0.08,O15M,DCF_landings,1,FRA
2013,NA,-5.5,49.75,PEL_SEINE,NA,Plaice,PLE,0.045,O15M,DCF_landings,2,FRA
2013,NA,-7.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.005,O15M,DCF_landings,2,FRA
2013,NA,-7.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.03,O15M,DCF_landings,3,FRA
2013,NA,-6.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.3,O15M,DCF_landings,1,FRA
2013,NA,-6.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.21,O15M,DCF_landings,2,FRA
2013,NA,-6.5,50.25,PEL_SEINE,NA,Plaice,PLE,1.31,O15M,DCF_landings,3,FRA
2013,NA,-6.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.124,O15M,DCF_landings,4,FRA
2013,NA,-5.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.05,O15M,DCF_landings,1,FRA
2013,NA,-5.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.05,O15M,DCF_landings,2,FRA
2013,NA,-5.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.94,O15M,DCF_landings,3,FRA
2013,NA,-5.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.04,O15M,DCF_landings,4,FRA
2013,NA,-6.5,50.75,PEL_SEINE,NA,Plaice,PLE,0.39,O15M,DCF_landings,1,FRA
2013,NA,-6.5,50.75,PEL_SEINE,NA,Plaice,PLE,0.025,O15M,DCF_landings,2,FRA
2013,NA,-5.5,50.75,PEL_SEINE,NA,Plaice,PLE,0.145,O15M,DCF_landings,1,FRA
2013,NA,-5.5,50.75,PEL_SEINE,NA,Plaice,PLE,0.09,O15M,DCF_landings,2,FRA
2013,NA,-5.5,50.75,PEL_SEINE,NA,Plaice,PLE,0.31,O15M,DCF_landings,3,FRA
2013,NA,-5.5,50.75,PEL_SEINE,NA,Plaice,PLE,0.11,O15M,DCF_landings,4,FRA
2013,NA,-6.5,51.25,PEL_SEINE,NA,Plaice,PLE,0.005,O15M,DCF_landings,1,FRA
2014,NA,-5.5,48.25,PEL_SEINE,NA,Plaice,PLE,0.00013,O15M,DCF_landings,4,FRA
2014,NA,-6.5,49.75,PEL_SEINE,NA,Plaice,PLE,0.00489,O15M,DCF_landings,3,FRA
2014,NA,-5.5,49.75,PEL_SEINE,NA,Plaice,PLE,0.01141,O15M,DCF_landings,1,FRA
2014,NA,-5.5,49.75,PEL_SEINE,NA,Plaice,PLE,0.11728,O15M,DCF_landings,3,FRA
2014,NA,-5.5,49.75,PEL_SEINE,NA,Plaice,PLE,0.12359,O15M,DCF_landings,4,FRA
2014,NA,-6.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.0276,O15M,DCF_landings,1,FRA
2014,NA,-6.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.08312,O15M,DCF_landings,2,FRA
2014,NA,-6.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.14411,O15M,DCF_landings,3,FRA
2014,NA,-5.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.01701,O15M,DCF_landings,2,FRA
2014,NA,-5.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.40051,O15M,DCF_landings,3,FRA
2014,NA,-5.5,50.25,PEL_SEINE,NA,Plaice,PLE,0.0439,O15M,DCF_landings,4,FRA
2014,NA,-6.5,50.75,PEL_SEINE,NA,Plaice,PLE,0.00953,O15M,DCF_landings,3,FRA
2014,NA,-5.5,50.75,PEL_SEINE,NA,Plaice,PLE,0.12962,O15M,DCF_landings,3,FRA
2014,NA,-5.5,50.75,PEL_SEINE,NA,Plaice,PLE,0.11326,O15M,DCF_landings,4,FRA
2011,NA,-9.5,49.25,PEL_TRAWL,NA,Plaice,PLE,0.02,O15M,DCF_landings,4,FRA
2011,NA,-5.5,49.25,PEL_TRAWL,NA,Plaice,PLE,0.03,O15M,DCF_landings,2,FRA
2011,NA,-9.5,49.75,PEL_TRAWL,NA,Plaice,PLE,0.1,O15M,DCF_landings,1,FRA
2011,NA,-9.5,49.75,PEL_TRAWL,NA,Plaice,PLE,0.14,O15M,DCF_landings,2,FRA
2011,NA,-6.5,50.25,PEL_TRAWL,NA,Plaice,PLE,0.09,O15M,DCF_landings,3,FRA
2012,NA,-7.5,48.75,PEL_TRAWL,NA,Plaice,PLE,0.0012,O15M,DCF_landings,2,FRA
2012,NA,-6.5,49.25,PEL_TRAWL,NA,Plaice,PLE,0.02,O15M,DCF_landings,2,FRA
2012,NA,-5.5,49.75,PEL_TRAWL,NA,Plaice,PLE,0.0039,O15M,DCF_landings,4,FRA
2012,NA,-5.5,50.25,PEL_TRAWL,NA,Plaice,PLE,0.021,O15M,DCF_landings,1,FRA
2012,NA,-6.5,50.75,PEL_TRAWL,NA,Plaice,PLE,0.021,O15M,DCF_landings,1,FRA
2012,NA,-7.5,51.25,PEL_TRAWL,NA,Plaice,PLE,0.294,O15M,DCF_landings,3,FRA
2014,NA,-5.5,48.75,PEL_TRAWL,NA,Plaice,PLE,0.00167,O15M,DCF_landings,1,FRA
2014,NA,-5.5,49.75,PEL_TRAWL,NA,Plaice,PLE,0.00284,O15M,DCF_landings,2,FRA
2014,NA,-11.5,50.25,PEL_TRAWL,NA,Plaice,PLE,0.0007,O15M,DCF_landings,4,FRA
2014,NA,-5.5,50.25,PEL_TRAWL,NA,Plaice,PLE,0.02341,O15M,DCF_landings,2,FRA
2014,NA,-11.5,50.75,PEL_TRAWL,NA,Plaice,PLE,0.0007,O15M,DCF_landings,4,FRA
2014,NA,-6.5,50.75,PEL_TRAWL,NA,Plaice,PLE,0.00821,O15M,DCF_landings,2,FRA
2014,NA,-5.5,50.75,PEL_TRAWL,NA,Plaice,PLE,0.00949,O15M,DCF_landings,2,FRA
2006,NA,-9.5,49.25,TR1,NA,Plaice,PLE,0.0063,O15M,DCF_landings,3,ENG
2006,NA,-8.5,49.25,TR1,NA,Plaice,PLE,0.035,O15M,DCF_landings,4,ENG
2006,NA,-10.5,49.75,TR1,NA,Plaice,PLE,0.005,O15M,DCF_landings,3,ENG
2006,NA,-9.5,49.75,TR1,NA,Plaice,PLE,0.0138,O15M,DCF_landings,3,ENG
2006,NA,-9.5,49.75,TR1,NA,Plaice,PLE,0.0492,O15M,DCF_landings,4,ENG
2006,NA,-8.5,49.75,TR1,NA,Plaice,PLE,0.0525,O15M,DCF_landings,4,ENG
2006,NA,-6.5,49.75,TR1,NA,Plaice,PLE,0.0675,O15M,DCF_landings,1,ENG
2006,NA,-6.5,49.75,TR1,NA,Plaice,PLE,0.0511,O15M,DCF_landings,3,ENG
2006,NA,-5.5,49.75,TR1,NA,Plaice,PLE,0.0467,O15M,DCF_landings,1,ENG
2006,NA,-5.5,49.75,TR1,NA,Plaice,PLE,0.0785,O15M,DCF_landings,2,ENG
2006,NA,-5.5,49.75,TR1,NA,Plaice,PLE,0.1048,O15M,DCF_landings,3,ENG
2006,NA,-5.5,49.75,TR1,NA,Plaice,PLE,0.0448,O15M,DCF_landings,4,ENG
2006,NA,-10.5,50.25,TR1,NA,Plaice,PLE,0.0518,O15M,DCF_landings,3,ENG
2006,NA,-9.5,50.25,TR1,NA,Plaice,PLE,0.0516,O15M,DCF_landings,3,ENG
2006,NA,-9.5,50.25,TR1,NA,Plaice,PLE,0.2145,O15M,DCF_landings,4,ENG
2006,NA,-8.5,50.25,TR1,NA,Plaice,PLE,0.0797,O15M,DCF_landings,4,ENG
2006,NA,-7.5,50.25,TR1,NA,Plaice,PLE,0.0152,O15M,DCF_landings,3,ENG
2006,NA,-6.5,50.25,TR1,NA,Plaice,PLE,0.0071,O15M,DCF_landings,3,ENG
2006,NA,-5.5,50.25,TR1,NA,Plaice,PLE,0.0164,O15M,DCF_landings,3,ENG
2006,NA,-11.5,50.75,TR1,NA,Plaice,PLE,0.0521,O15M,DCF_landings,4,ENG
2006,NA,-10.5,50.75,TR1,NA,Plaice,PLE,0.0034,O15M,DCF_landings,1,ENG
2006,NA,-10.5,50.75,TR1,NA,Plaice,PLE,0.0128,O15M,DCF_landings,4,ENG
2006,NA,-9.5,50.75,TR1,NA,Plaice,PLE,0.0017,O15M,DCF_landings,1,ENG
2006,NA,-9.5,50.75,TR1,NA,Plaice,PLE,0.1287,O15M,DCF_landings,3,ENG
2006,NA,-9.5,50.75,TR1,NA,Plaice,PLE,0.0688,O15M,DCF_landings,4,ENG
2006,NA,-8.5,50.75,TR1,NA,Plaice,PLE,0.0085,O15M,DCF_landings,3,ENG
2006,NA,-8.5,50.75,TR1,NA,Plaice,PLE,0.0812,O15M,DCF_landings,4,ENG
2006,NA,-10.5,51.25,TR1,NA,Plaice,PLE,0.0077,O15M,DCF_landings,1,ENG
2006,NA,-9.5,51.25,TR1,NA,Plaice,PLE,0.0252,O15M,DCF_landings,1,ENG
2006,NA,-9.5,51.25,TR1,NA,Plaice,PLE,0.202,O15M,DCF_landings,3,ENG
2006,NA,-9.5,51.25,TR1,NA,Plaice,PLE,0.0173,O15M,DCF_landings,4,ENG
2006,NA,-10.5,51.75,TR1,NA,Plaice,PLE,0.047,O15M,DCF_landings,1,ENG
2006,NA,-10.5,52.75,TR1,NA,Plaice,PLE,0.0466,O15M,DCF_landings,1,ENG
2006,NA,-10.5,53.25,TR1,NA,Plaice,PLE,0.2098,O15M,DCF_landings,1,ENG
2007,NA,-10.5,49.75,TR1,NA,Plaice,PLE,0.0363,O15M,DCF_landings,4,ENG
2007,NA,-9.5,49.75,TR1,NA,Plaice,PLE,0.0196,O15M,DCF_landings,2,ENG
2007,NA,-8.5,49.75,TR1,NA,Plaice,PLE,0.1392,O15M,DCF_landings,2,ENG
2007,NA,-8.5,49.75,TR1,NA,Plaice,PLE,0.047,O15M,DCF_landings,3,ENG
2007,NA,-6.5,49.75,TR1,NA,Plaice,PLE,0.0331,O15M,DCF_landings,2,ENG
2007,NA,-6.5,49.75,TR1,NA,Plaice,PLE,0.0255,O15M,DCF_landings,3,ENG
2007,NA,-6.5,49.75,TR1,NA,Plaice,PLE,0.0353,O15M,DCF_landings,4,ENG
2007,NA,-5.5,49.75,TR1,NA,Plaice,PLE,0.0969,O15M,DCF_landings,1,ENG
2007,NA,-5.5,49.75,TR1,NA,Plaice,PLE,0.0796,O15M,DCF_landings,2,ENG
2007,NA,-5.5,49.75,TR1,NA,Plaice,PLE,0.0249,O15M,DCF_landings,3,ENG
2007,NA,-5.5,49.75,TR1,NA,Plaice,PLE,0.0646,O15M,DCF_landings,4,ENG
2007,NA,-10.5,50.25,TR1,NA,Plaice,PLE,0.016,O15M,DCF_landings,2,ENG
2007,NA,-10.5,50.25,TR1,NA,Plaice,PLE,0.0181,O15M,DCF_landings,4,ENG
2007,NA,-9.5,50.25,TR1,NA,Plaice,PLE,0.0502,O15M,DCF_landings,2,ENG
2007,NA,-9.5,50.25,TR1,NA,Plaice,PLE,0.1039,O15M,DCF_landings,3,ENG
2007,NA,-8.5,50.25,TR1,NA,Plaice,PLE,0.1038,O15M,DCF_landings,2,ENG
2007,NA,-8.5,50.25,TR1,NA,Plaice,PLE,0.0126,O15M,DCF_landings,3,ENG
2007,NA,-6.5,50.25,TR1,NA,Plaice,PLE,0.0373,O15M,DCF_landings,3,ENG
2007,NA,-5.5,50.25,TR1,NA,Plaice,PLE,0.0065,O15M,DCF_landings,3,ENG
2007,NA,-10.5,50.75,TR1,NA,Plaice,PLE,0.0523,O15M,DCF_landings,3,ENG
2007,NA,-10.5,50.75,TR1,NA,Plaice,PLE,0.0363,O15M,DCF_landings,4,ENG
2007,NA,-9.5,50.75,TR1,NA,Plaice,PLE,0.0267,O15M,DCF_landings,1,ENG
2007,NA,-9.5,50.75,TR1,NA,Plaice,PLE,0.1039,O15M,DCF_landings,2,ENG
2007,NA,-9.5,50.75,TR1,NA,Plaice,PLE,0.2847,O15M,DCF_landings,3,ENG
2007,NA,-9.5,50.75,TR1,NA,Plaice,PLE,0.0618,O15M,DCF_landings,4,ENG
2007,NA,-8.5,50.75,TR1,NA,Plaice,PLE,0.3404,O15M,DCF_landings,2,ENG
2007,NA,-8.5,50.75,TR1,NA,Plaice,PLE,0.0886,O15M,DCF_landings,3,ENG
2007,NA,-10.5,51.25,TR1,NA,Plaice,PLE,0.0232,O15M,DCF_landings,4,ENG
2007,NA,-9.5,51.25,TR1,NA,Plaice,PLE,0.0267,O15M,DCF_landings,1,ENG
2007,NA,-9.5,51.25,TR1,NA,Plaice,PLE,0.0184,O15M,DCF_landings,3,ENG
2007,NA,-9.5,51.25,TR1,NA,Plaice,PLE,0.4334,O15M,DCF_landings,4,SCO
2007,NA,-8.5,51.25,TR1,NA,Plaice,PLE,0.0251,O15M,DCF_landings,2,ENG
2007,NA,-8.5,51.25,TR1,NA,Plaice,PLE,0.0385,O15M,DCF_landings,3,ENG
2007,NA,-11.5,51.75,TR1,NA,Plaice,PLE,0.0232,O15M,DCF_landings,4,ENG
2007,NA,-10.5,51.75,TR1,NA,Plaice,PLE,0.0187,O15M,DCF_landings,3,ENG
2007,NA,-11.5,52.25,TR1,NA,Plaice,PLE,0.0267,O15M,DCF_landings,1,ENG
2007,NA,-11.5,52.25,TR1,NA,Plaice,PLE,0.0187,O15M,DCF_landings,3,ENG
